"No.","HS Code","HS Description","Suppl. Unit","Special Permission","Duty Tax Rate","Excise Tax Rate","VAT Rate","Sur Tax Rate","With Hold Rate","Second Schedule 1","Second Schedule 2","Export Duty Tax Rate"
"2876.0","48150000","Floor coverings on a base of paper or of paperboard","","","20","0","15","10","3","0","0","0"
"2877.0","48161000","Carbon or similar copying papers","","","10","0","15","10","3","0","0","0"
"2878.0","48162000","-Self-copy paper","","","10","0","15","10","3","0","0","0"
"2879.0","48163000","Duplicator stencils of paper","","","10","0","15","10","3","0","0","0"
"2880.0","48169000","-other","","","10","0","15","10","3","00","0","0"
"2881.0","48171000","-Envelopes of paper or paperboard","","STANDARD","20","0","15","10","3","0","0","0"
"2882.0","48172000","-Letter cards, plain postcards and correspondance cards of paper...","","STANDARD","20","0","15","10","3","0","0","0"
"2883.0","48173000","-Boxes, etc, of paper or paperboard containing paper stationery","","STANDARD","20","0","15","10","3","00","0","0"
"2884.0","48181000","-Toilet paper","","","20","0","15","10","3","0","0","0"
"2885.0","48182000","-Handkerchiefs,cleansing or facial tissues & towels","","","20","0","15","10","3","0","0","0"
"2886.0","48183000","-Tablecloths and serviettes","","","20","0","15","10","3","0","0","0"
"2887.0","48184010","---SANITARY TOWELS","","","30","0","15","10","3","0","0","0"
"2888.0","48184020","---TAMPONS","","","30","0","15","10","3","0","0","0"
"2889.0","48184030","---NAPKINS(DIAPERS)AND NAPKIN LINERS FOR BABIES","","","20","0","15","10","3","0","0","0"
"2890.0","48184090","---OTHER SANITARY ARTICLES","","","30","0","15","10","3","0","0","0"
"2891.0","48185000","-Articles of apparel and clothing accessories","","","20","0","15","10","3","0","0","0"
"2892.0","48189000","-OTHER","","","20","0","15","10","3","0","0","0"
"2893.0","48191000","-Cartons, boxes and cases, of corrugated paper or paperboard","","STANDARD","20","0","15","10","3","00","0","0"
"2894.0","48192000","-Folding cartons, boxes and cases, of non-corrugated paper or paperboard","","STANDARD","20","0","15","10","3","10","00","0"
"2895.0","48193010","--- SACKS & BAGS WITH BASE OF WIDTH >=40CM(USED FOR PACKING OF CEMENT","","STANDARD","05","0","15","0","3","0","0","0"
"2896.0","48193090","--- other","","STANDARD","20","0","15","10","3","00","0","0"
"2897.0","48194000","-Sacks and bags, including cones of paper, paperboard, nes","","STANDARD","20","0","15","10","3","0","0","0"
"2898.0","48195000","-Packing containers, including record sleeves, of paper..., nes","","STANDARD","20","0","15","10","3","0","0","0"
"2899.0","48196000","-Box files, letter trays, storage boxes, etc, of paper","UN","STANDARD","20","0","15","10","3","0","0","0"
"2900.0","48201000","-Registers, account books,order and receipt books, of paper, paperboard","UN","","20","0","15","10","3","0","0","0"
"2901.0","48202000","-Exercise-books","UN","","20","0","15","10","3","0","0","0"
"2902.0","48203000","-BINDERS (OTHER THAN BOOK COVERS) FOLDERS & FILE COVERS OF PAPER/PAPERBOARD","UN","STANDARD","20","0","15","10","3","0","0","0"
"2903.0","48204000","-Manifold business forms and interleaved carbon sets","UN","","20","0","15","10","3","0","0","0"
"2904.0","48205000","-Albums for stamps or for collections of paper or paperboard","UN","","20","0","15","10","3","0","0","0"
"2905.0","48209000","-other","","","20","0","15","10","3","0","0","0"
"2906.0","48211000","-Printed paper or paperboard labels of all kinds","","","20","0","15","10","3","10","00","0"
"2907.0","48219000","-other","","","20","0","15","10","3","10","05","0"
"2908.0","48221000","-Bobbins, spools..., of paper or paperboard for winding textile yarn","","","10","0","15","10","3","00","0","0"
"2909.0","48229000","-other","","","10","0","15","10","3","00","0","0"
"2910.0","48231200","SELF ADHESIVE PAPER , IN STRIPS OR ROLLS","","","20","0","15","10","3","0","0","0"
"2911.0","48231900","Gummed or adhesive paper (excl. self-adhesive), in strips or rolls","","","20","0","15","10","3","0","0","0"
"2912.0","48232000","-Filter paper and paperboard, cut to shape","","","10","0","15","10","3","05","00","0"
"2913.0","48234000","-Rolls, sheets and dials, printed for self-recording apparatus","","","05","0","15","0","3","0","0","0"
"2914.0","48236000","Trays, dishes, plates and cups, etc, of paper or paperboard","UN","","20","0","15","10","3","0","0","0"
"2915.0","48236100","--Of bamboo","","","20","0","15","10","3","0","0","0"
"2916.0","48236900","-Other","","","20","0","15","10","3","0","0","0"
"2917.0","48237000","-Moulded or pressed articles of paper pulp","","","20","0","15","10","3","0","0","0"
"2918.0","48239010","--- DECORATED STRIPS OF PAPER , CUT TO SIZE ,NES","","","35","0","15","10","3","0","0","0"
"2919.0","48239090","--- OTHER","","","20","0","15","10","3","05","00","0"
"2920.0","49011000","-Printed books, brochures, leaflets, etc, in single sheets","","","05","0","00","10","3","00","0","0"
"2921.0","49019100","--Dictionaries and encyclopaedias, and serial instalments thereof","UN","","05","0","00","10","3","00","0","0"
"2922.0","49019900","--other","UN","","05","0","00","10","3","00","0","0"
"2923.0","49021000","-Newspapers, journals and periodicals, appearing >= four times a week","UN","","05","0","15","10","3","0","0","0"
"2924.0","49029000","-other","UN","","05","0","15","10","3","0","0","0"
"2925.0","49030000","Children's picture, drawing or colouring books","UN","","05","0","00","10","3","00","0","0"
"2926.0","49040000","Music, printed or in manuscript","UN","","05","0","15","10","3","0","0","0"
"2927.0","49051000","-Globes","UN","","05","0","15","10","3","0","0","0"
"2928.0","49059100","--Maps and hydrographic or similar charts, in book form","UN","","05","0","15","10","3","0","0","0"
"2929.0","49059900","--other","UN","","05","0","15","10","3","0","0","0"
"2930.0","49060000","Plans... for architectural... purposes; handwitten texts; photographs of","UN","","05","0","15","10","3","0","0","0"
"2931.0","49070010","--- CHEQUE FORMS","UN","","20","0","00","10","3","0","0","0"
"2932.0","49070090","--- OTHER NEW STAMPS ; STAMP IMPRESSED PAPER ; BANK NOTES REVENUE ETC ,T.CHEQUES,NES","","","00","0","00","0","0","0","0","0"
"2933.0","49081000","-Transfers (decalcomanias), vitrifiable","UN","","20","0","15","10","3","0","0","0"
"2934.0","49089000","-other","UN","","20","0","15","10","3","0","0","0"
"2935.0","49090000","Printed or illustrated postcards; printed cards bearing greetings, etc","UN","","20","0","15","10","3","0","0","0"
"2936.0","49100000","Calendars of any kind, printed, including calendar blocks","UN","","20","0","15","10","3","0","0","0"
"2937.0","49111000","-Trade advertising material, commercial catalogues and the like","UN","","00","0","00","0","3","0","0","0"
"2938.0","49119110","--- PHOTOGRAPHS,ENLARGEMENTS AND REPRODUCTIONS NOT INTENDED FOR SALE","UN","","00","0","15","0","3","0","0","0"
"2939.0","49119190","--- OTHER","UN","","10","0","15","10","3","0","0","0"
"2940.0","49119910","--- LOTTERY TICKETS","UN","NT_LOTTERY","30","0","15","10","3","0","0","0"
"2941.0","49119990","--- OTHER","UN","","20","0","15","10","3","00","0","0"
"2942.0","50010000","Silk-worm cocoons suitable for reeling","","","05","0","15","10","3","0","0","0"
"2943.0","50020000","Raw silk (not thrown)","","","05","0","15","10","3","0","0","0"
"2944.0","50030000","Silk waste(including cocoons unsuitable for reeling,yarn waste and garnetted stock)","","","05","0","15","10","3","0","0","0"
"2945.0","50031000","Silk waste, not carded or combed","","","05","0","15","10","3","0","0","0"
"2946.0","50039000","Silk waste, carded or combed","","","05","0","15","10","3","0","0","0"
"2947.0","50040000","Silk yarn (excl. spun from silk waste), not put up for retail sale","","","20","0","15","10","3","0","0","0"
"2948.0","50050000","Yarn spun from silk waste, not put up for retail sale","","","20","0","15","10","3","0","0","0"
"2949.0","50060000","Silk yarn, put up for retail sale; silk-worm gut","","","20","0","15","10","3","0","0","0"
"2950.0","50071000","-Woven fabrics of noil silk","M","","35","10","15","10","3","20","0","0"
"2951.0","50071010","---unbleached","","","20","10","15","10","3","20","0","0"
"2952.0","50071090","---other","","","30","10","15","10","3","20","0","0"
"2953.0","50072000","-Woven fabrics of silk, containing >=85% silk or of silk waste","M","","35","10","15","10","3","20","0","0"
"2954.0","50072010","---unbleached","","","20","10","15","10","3","20","0","0"
"2955.0","50072090","---other","","","30","10","15","10","3","20","0","0"
"2956.0","50079000","-other fabrics","M","","35","10","15","10","3","20","0","0"
"2957.0","50079010","---unbleached","","","20","10","15","10","3","20","0","0"
"2958.0","50079090","---other","","","30","10","15","10","3","20","0","0"
"2959.0","51011100","Greasy shorn wool, not carded or combed","KGM","","05","0","15","10","3","0","0","0"
"2960.0","51011900","--Other","","","05","0","15","10","3","0","0","0"
"2961.0","51012100","Degreased shorn wool, not carbonised, not carded or combed","KGM","","05","0","15","10","3","0","0","0"
"2962.0","51012900","--Other","","","05","0","15","10","3","0","0","0"
"2963.0","51013000","-Carbonised","KGM","","05","0","15","10","3","0","0","0"
"2964.0","51021100","FINE ANIMAL HAIR OF KASHMIR(CASHMERE) GOTAS","KGM","","05","0","15","10","3","0","0","0"
"2965.0","51021900","--other","","","05","0","15","10","3","0","0","0"
"2966.0","51022000","-Coarse animal hair","","","05","0","15","10","3","0","0","0"
"2967.0","51031000","-Noils of wool or of fine animal hair","","","05","0","15","10","3","0","0","0"
"2968.0","51032000","-Other waste of wool or of fine animal hair","","","05","0","15","10","3","0","0","0"
"2969.0","51033000","-Waste & coarse animal hair","","","05","0","15","10","3","0","0","0"
"2970.0","51040000","Garnetted stock of wool or of fine or coarse animal hair.","","","05","0","15","10","3","0","0","0"
"2971.0","51051000","-Carded wool","","","10","0","15","10","3","0","0","0"
"2972.0","51052100","--Combed wool in fragments","","","10","0","15","10","3","0","0","0"
"2973.0","51052900","--Other","","","10","0","15","10","3","0","0","0"
"2974.0","51053100","FINE ANIMAL HAIR,CARDED OR COMBED :OF KASHMIR (CASHMERE) GOATS","KGM","","10","0","15","10","3","0","0","0"
"2975.0","51053900","--OTHER","","","10","0","15","10","3","0","0","0"
"2976.0","51054000","-Coarse animal hair, carded or combed","","","10","0","15","10","3","0","0","0"
"2977.0","51061000","Yarn of carded wool, not put up for retail sale, with >=85% wool","KGM","","10","0","15","10","3","0","0","0"
"2978.0","51062000","Yarn of carded wool, not put up for retail sale, with <85% wool","KGM","","10","0","15","10","3","0","0","0"
"2979.0","51071000","Yarn of combed wool, not put up for retail sale, with >=85% wool","KGM","","10","0","15","10","3","0","0","0"
"2980.0","51072000","Yarn of combed wool, not put up for retail sale, with <85% wool","KGM","","10","0","15","10","3","0","0","0"
"2981.0","51081000","-Carded yarn of fine animal hair, not put up for retail sale.","","","10","0","15","10","3","0","0","0"
"2982.0","51082000","-Combed yarn of fine animal hair, not put up for retail sale.","","","10","0","15","10","3","0","0","0"
"2983.0","51091000","Yarn, with >=85% wool or of fine animal hair, put up for retail sale","KGM","","10","0","15","10","3","0","0","0"
"2984.0","51099000","-Other","","","10","0","15","10","3","0","0","0"
"2985.0","51100000","Yarn of coarse animal hair or of horsehair (incl. gimped horsehair yarn)","KGM","","10","0","15","10","3","0","0","0"
"2986.0","51111100","Woven fabrics, with >=85% carded wool or of fine animal hair, =<300g/m2","KGM","","35","10","15","10","3","20","0","0"
"2987.0","51111110","---Unbleached","","","20","10","15","10","3","20","0","0"
"2988.0","51111190","---Other","","","30","10","15","10","3","20","0","0"
"2989.0","51111900","--other","M","","35","10","15","10","3","20","0","0"
"2990.0","51111910","---unbleached","M","","20","10","15","10","3","20","0","0"
"2991.0","51111990","---other","M","","30","10","15","10","3","20","0","0"
"2992.0","51112000","-other, mixed mainly or solely with man-made filaments","M","","35","10","15","10","3","20","0","0"
"2993.0","51112010","---unbleached","M","","20","10","15","10","3","20","0","0"
"2994.0","51112090","---other","M","","30","10","15","10","3","20","0","0"
"2995.0","51113000","Woven fabrics of carded wool, mixed with man-made staple fibres","KGM","","35","10","15","10","3","20","0","0"
"2996.0","51113010","---unbleached","KGM","","20","10","15","10","3","20","0","0"
"2997.0","51113090","---other","KGM","","30","10","15","10","3","20","0","0"
"2998.0","51119000","-Other","M","","35","10","15","10","3","20","0","0"
"2999.0","51119010","---unbleached","KGM","","20","10","00","10","3","20","0","0"
"3000.0","51119090","---other","KGM","","30","10","15","10","3","20","0","0"
"3001.0","51121100","Woven fabrics with >=85% combed wool or of fine animal hair, =<200g/m2","KGM","","35","10","15","10","3","20","0","0"
"3002.0","51121110","---unbleached","","","20","10","15","10","3","10","0","0"
"3003.0","51121119","---other","","","30","10","15","10","3","20","0","0"
"3004.0","51121190","---other","","","30","10","15","10","3","20","0","0"
"3005.0","51121900","--Other","M","","35","10","15","10","3","20","0","0"
"3006.0","51121910","---Unbleached","","","20","10","15","10","3","20","0","0"
"3007.0","51121990","---other","","","30","10","15","10","3","20","0","0"
"3008.0","51122000","Woven fabrics of combed wool, mixed with man-made filaments","KGM","","35","10","15","10","3","20","0","0"
"3009.0","51122010","---unbleached","","","20","10","15","10","3","20","0","0"
"3010.0","51122090","---other","","","30","10","15","10","3","20","0","0"
"3011.0","51123000","Woven fabrics of combed wool, mixed with man-made staple fibres","KGM","","35","10","15","10","3","20","0","0"
"3012.0","51123010","---unbleached","","","20","10","15","10","3","20","0","0"
"3013.0","51123090","---other","","","30","10","15","10","3","20","0","0"
"3014.0","51129000","-other","M","","35","10","15","10","3","20","0","0"
"3015.0","51129010","---unbleached","","","20","10","15","10","3","20","0","0"
"3016.0","51129090","---other","","","30","10","15","10","3","20","0","0"
"3017.0","51130000","Woven fabrics of coarse animal hair or of horsehair.","KGM","","35","10","15","10","3","20","0","0"
"3018.0","51130010","---unbleached","","","20","10","15","10","3","20","0","0"
"3019.0","51130090","---other","","","30","10","15","10","3","20","0","0"
"3020.0","52010000","Cotton, not carded or combed.","","","10","0","15","10","3","0","0","0"
"3021.0","52021000","-Yarn waste(including thread waste)","KGM","","10","0","15","10","3","0","0","0"
"3022.0","52029100","--Garnetted stock","KGM","","10","0","15","10","3","0","0","0"
"3023.0","52029900","--Other","","","10","0","15","10","3","0","0","0"
"3024.0","52030000","Cotton, carded or combed.","KGM","","10","0","15","10","3","0","0","0"
"3025.0","52041100","Cotton sewing thread, with >=85% cotton, not put up for retail sale","KGM","STANDARD","10","0","15","10","3","0","0","0"
"3026.0","52041900","--Other","","STANDARD","10","0","15","10","3","0","0","0"
"3027.0","52042000","Cotton sewing thread, put up for retail sale","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3028.0","52051100","Uncombed single cotton yarn, with >=85% cotton, nprs, <=14mn","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3029.0","52051200","UNCOMBED SINGLE COTTON YARN, WITH >=85% COTTON, NPRS, >14MN BUT <=43MN","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3030.0","52051300","UNCOMBED SINGLE COTTON YARN, WITH >=85% COTTON, NPRS, >43MN BUT <=52MN","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3031.0","52051400","UNCOMBED SINGLE COTTON YARN, WITH >=85% COTTON, NPRS, >52MN BUT <=80MN","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3032.0","52051500","Uncombed single cotton yarn, with >=85% cotton, nprs, >80mn","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3033.0","52052100","Combed single cotton yarn, with >=85% cotton, nprs, <=14mn","KGM","STANDARD","20","0","15","10","3","00","0","0"
"3034.0","52052200","Combed single cotton yarn, with >=85% cotton, nprs, >14mn but <=43mn","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3035.0","52052300","Combed single cotton yarn, with >=85% cotton, nprs, >43mn but <=52mn","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3036.0","52052400","Combed single cotton yarn, with >=85% cotton, nprs, >52mn but <=80mn","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3037.0","52052600","Combed single cotton yarn, with >=85% cotton, nprs, >80mn but <=94mn","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3038.0","52052700","Combed single cotton yarn, with >=85% cotton, nprs, >94mn but <=120mn","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3039.0","52052800","Combed single cotton yarn, with >=85% cotton, nprs, >120mn","KGM","STANDARD","20","0","15","10","3","0","0","0"
"3040.0","52053100","UNCOMBED CABLED COTTON YARN,WITH >=85% COTTON,NPRS,<=14MN PER SINGLE YARN","KGM","STANDARD","20","0","15","10","3","0","0","0"
